text,date,original,genre,related,PII,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,child_alone,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report,actionable_haiti,processed_text
I thought the aftershocks were over. It seems that they are still producing. Can they alert us on that please. ,01-02-2010,Mwen te panse se kous la te fini li m kade li poko fini men fok toujou gen alut pou alite piblik la,direct,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0, thought the aftershocks were over it seems that they are still producing can they alert us on that please 
I would like to get a job in any organization ,01-02-2010,wen ta renmen jwenn yon anplwa nan nenpt ganizasyon kijan nou ka,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, would like to get job in any organization 
Leogane. We have been victims of this catastrophe. Our houses.. ,01-02-2010,"eogane ) Nous avions t victimes dans cette catastrophe, nos maisons",direct,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,leogane we have been victims of this catastrophe our houses 
What is the rate of the dollar? How much goud for US 1.00? ,01-02-2010,Pou jodia ki to dola. konbyen goud pou yon dola us?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,what is the rate of the dollar how much goud for us 
I NEED TO GET ALL OFFICIAL INFOS PLEASE THANKS ,01-02-2010,"Mwen se Dorsainvil Nixon, mwen ta renmen gen tout enfomasyon ofisyal yo.",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, need to get all official infos please thanks 
"the hospital sans frontiere need blood for those who still live,we need care now otherwise we die ",01-02-2010,Lopital sans fronty bezouin sang pou sove si la yo ki ponko mouri yo mande gwo chabwak nan peyi a ki gen mwayin pou yo bien souin paske monopol manje ak,direct,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,the hospital sans frontiere need blood for those who still live we need care now otherwise we die 
"WHAT DO WE SEE IN THIS GOUVERNEMENT DO NOT TALK ABOUT THE STUDENTS WHO DIED,AND THEY WANT TO OPEN SCHOOL,,,,I NEED MORE INFOS ABOUT THAT ",01-02-2010,Kisa nou we nan sa gouvenman pa pale de etudyan yo ki mouri e li vle ouvri lekol mwen ta renmen plis enfomasyon sou af lekl,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,what do we see in this gouvernement do not talk about the students who died and they want to open school need more infos about that 
"I have Asthma, I can't find a pump or a pill called Asthma vit. I have no tent to sleep. Can you help me please. ",01-02-2010,"j, ai de l, asme-je ne px trouver soit 1pompe ou 1 comprime appele asmavit-je n, ai pas de tente pouvant dormir, aidez-moi",direct,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, have asthma can find pump or pill called asthma vit have no tent to sleep can you help me please 
Thanks for the information. May God bless you. ,01-02-2010,Mesi pou enfamasyon sa a. Ke BonDye beni nou.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thanks for the information may god bless you 
"Good evening, when will I get help? We need clean water, food and tents. answer me please. thanks ",01-02-2010,"Bonsoir, kil map jwen aide yo svp?moun yo bzen dlo prop mange ak tente. voye repons pou mwen. mesi",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,good evening when will get help we need clean water food and tents answer me please thanks 
I would like information about the earthquake or others thanks ,01-02-2010,je voudrais avoir des informations se rapportant au seisme ou autres merci,direct,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0, would like information about the earthquake or others thanks 
pleas can you help me find a card so that i can get food. ,01-02-2010,Svp nou paka edem jwen yon kat poum ka pran yon ti manje?,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,pleas can you help me find card so that can get food 
"I'm at Gonaives my native town, I lost everything after the earthquake ",02-02-2010,Je SUIS AUXGONAVes ma VIlle NATALE j ai tout perdu apres le saism,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0, at gonaives my native town lost everything after the earthquake 
"my kids died, my house is destroyed. i'm beating.. ",02-02-2010,DYB. Pitit mwen mouri kay mwen kraze. map bat mizm pas kemizm anp,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,my kids died my house is destroyed beating 
"I left Port-au-Prince, I came to Les Cayes. I never found (got) anything. Hunger is killing me. I feel like I can't take it any more ",02-02-2010,Mwen te kiti p au p mwen vini okay mwen pa janm jwenn anyen grangou ap touye m mwen santi mwen pa kapab anko,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, left port au prince came to les cayes never found got anything hunger is killing me feel like can take it any more 
"Someone who supposedly say where food is beeing distributed, I should go fight to get it, on top of that I won't get any. What can the law says about this case? ",02-02-2010,"Yon moun ki swa dizan di pou kote yap bay manje pou se nan goumen pou jwenn li e avek sa ki pa jwenn ditou, kisa lalwa ka di nan ka sa?",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,someone who supposedly say where food is beeing distributed should go fight to get it on top of that won get any what can the law says about this case 
"It seems province people don't need any food, nobody send to them. ",02-02-2010,Genl moun nan pwovens yo pa kon mang nou pa voye pou yo.,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,it seems province people don need any food nobody send to them 
"The Nazon, Comcel and Delmas 30 areas have not yet had any distributions. Please send help to these areas as soon as possible. Thank you for all the messages. ",02-02-2010,"zn nazon, comcel ak delma 30 poko janmen ka jwenn distribisyon, tanpri voye jwen nan zon sa yo. mesi pou tout mesaj sa yo.",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,the nazon comcel and delmas areas have not yet had any distributions please send help to these areas as soon as possible thank you for all the messages 
The residents of Martissan 2A still haven't received anything. Please do something for us. ,02-02-2010,Abitan matisan 2a pa ko benefisye anyen tanpri f dilijans pou nou.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,the residents of martissan still haven received anything please do something for us 
"We stopped on Route South, 38 kilometers, palmistaven, ..We can't get any help.. ",02-02-2010,"Nou rete wout sid, km 38, palmistaven, ma babo. Nou pa janm jwen anyen nan ed knap bay yo.",direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we stopped on route south kilometers palmistaven we can get any help 
WHAT CAN WE DO FOR THE CENTER OF HEBERGEMENT ALLIANCE CHRETIENNE ,02-02-2010,KOMAN POU N FE POU CENTRE D'HEBERGEMENT ALLIANCE CHRETIENNE KAPAB BENEFISYE ED PAM YO.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,what can we do for the center of hebergement alliance chretienne 
..I don't know in what area I can find him/her/it ,02-02-2010,"msi bokou, mwen pakonn nan ki zon mwen ka jwenn li.",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, don know in what area can find him her it 
we need help at wayne 93 by carrefour ,02-02-2010,Nou bezwen ed nan waney93 zon kafou,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we need help at wayne by carrefour 
"We in Michel, we haven't gotten any of the aid that's being distributed. But we all have (trouble/difficulty/problems). We would like for them to take a look at Kilometer 37. ",02-02-2010,Nou menm nan michel nou pa janm jwenn anyen nan ed ka distribiye pou tan nou gen tout pwoblem nou ta renmen pou yo ja voye je sou kilomt 37.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we in michel we haven gotten any of the aid that being distributed but we all have trouble difficulty problems we would like for them to take look at kilometer 
Are there any more earthquakes in Haiti? ,02-02-2010,Eske gen tranblemanm ti toujou pou ayiti,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,are there any more earthquakes in haiti 
"I NEED TO KNOW IF THE QUAKE WILLSTART AGAIN,PEOPLE ARE TALKING ABOUT IT ",02-02-2010,svp mwen ta renmen konnen eske ap gen tranbleman ank e si l ap pase pi f vre paske gen anpil rim nan lari a oke mesi,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, need to know if the quake willstart again people are talking about it 
I would like to get information on the earthquake ,02-02-2010,Mwen ta remen gen inf6masyon de trenblemen de t,direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0, would like to get information on the earthquake 
idan ki pwovizyon w gen yen pou lagonav menm? Repons. What provisions do you have in la Gonave? respond. ,02-02-2010,idan ki pwovizyon w gen yen pou lagonav menm? Repons.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idan ki pwovizyon gen yen pou lagonav menm repons what provisions do you have in la gonave respond 
HE THINKS DIGICEL (CELL PHONE COMPANY)IS A BS COMPANY ,02-02-2010,Mwen pense ke digicel se yon kompagnie kaka santi yon charonge santi,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,he thinks digicel cell phone company is bs company 
this person wants to know if only the people with card can get food? ,02-02-2010,Eske se moun ki gen kat selman kap resevwa manje sila,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,this person wants to know if only the people with card can get food 
this person wants to know who is responsible for cleaning the streets. ,02-02-2010,"MWEN TA RENMEN KONNEN KILES KI RESPONSAB TRAVAY NETWAYAJ NAN LARI A,",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,this person wants to know who is responsible for cleaning the streets 
I NEED A NUMBER SO I CAN FIND INFORMATION REGARDING A MISSING PERSON THAT I'M SEARCHING FOR ,02-02-2010,MWEN BEZWEN YON NIMEWO POUM KAPAB RELE OU VOYE SMS POU YON MOUN MWEN GENYEN MWEN PA WE,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, need number so can find information regarding missing person that searching for 
we have water problem where and how can we get water ,02-02-2010,non gen pwoblem dlo nan ki gan pou nal pran dlo,direct,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we have water problem where and how can we get water 
Asking for help from the Red Cross. ,02-02-2010,To the red croiss I need you help me please,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,asking for help from the red cross 
meteo. .. .. We might get rain.,02-02-2010,Un front froid se retrouve sur Cuba ce matin. Il pourrait traverser Haiti demain. Des averses de pluie isolee sont encore prevues sur notre region ce soi,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,meteo we might get rain 
They're announcing a lot of rain for Haiti tomorrow,02-02-2010,Un front froid se retrouve sur Cuba ce matin. Il pourrait traverser Haiti demain. Des averses de pluie isolee sont encore prevues sur notre region ce soi,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,they are announcing lot of rain for haiti tomorrow
there was a cold front over cuba this morning. It may come through Haiti tomorrow. Some isolated showers are also forcasted over our region this evening,02-02-2010,Un front froid se retrouve sur Cuba ce matin. Il pourrait traverser Haiti demain. Des averses de pluie isolee sont encore prevues sur notre region ce soi,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,there was cold front over cuba this morning it may come through haiti tomorrow some isolated showers are also forcasted over our region this evening
"Two times each hour, ask for grace, pardon, and mercy for Haiti! Do this with faith, it's God who can pull us out of this. .. Send this message to 10 other people.",02-02-2010,"Chak 1 h 2 tan, mande gras, padon, mizerikod pou Ayiti! Fl ak lafwa, sel Bondye ki ka retire nou nan sa. .. Voye mesaj sa pou 10 lot moun!",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,two times each hour ask for grace pardon and mercy for haiti do this with faith it god who can pull us out of this send this message to other people 
"please we need water, food and tents, we have 101 chlidren. .. please come rescue",02-02-2010,"p jwen dlo, manje, tant pou nou demi nou gen 101 timoun vinn sove n",direct,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,please we need water food and tents we have chlidren please come rescue
"every -2 hours ask for grace, forgiveness and mercy for haiti. it has to be faith and go to take us out of here. send this message to 10 other people",02-02-2010,"Chak 1 h 2 tan, mande gras, padon, mizerikod pou Ayiti! Fl ak lafwa, sel Bondye ki ka retire nou nan sa. .. Voye mesaj sa pou 10 lot moun!",direct,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,every hours ask for grace forgiveness and mercy for haiti it has to be faith and go to take us out of here send this message to other people
I would like to know your latest news,02-02-2010,Mwem ta renmen konnen dnye nouvel yo.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, would like to know your latest news
What should we do when we are sleepy?,02-02-2010,Kisa pou nou f li domi nan je nou?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,what should we do when we are sleepy 
"If a pregnant woman is vomiting blood, what should we do?",02-02-2010,"Si yon fanm ansent ap vomi san,sa pou nou f?",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,if pregnant woman is vomiting blood what should we do 
We've lost everything we had. We are ethnology students. We need aid. Now we are refugees in the Saint Louis zone of O cayes. Please help us! ,02-02-2010,Nou pedi sa nou te genyen. Nou se etidyan Etnoloji ak Syanzimen. Nou bezwen ed. Kounye-a nou refije Okay zon Sen Lwi. Tanpri ede nou!,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we have lost everything we had we are ethnology students we need aid now we are refugees in the saint louis zone of cayes please help us 
"Send me all the pertinent information, please. ",02-02-2010,Voye tout enfomasyon nesese yo pou mwen svp,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,send me all the pertinent information please 
I did not get anything as of yet. It is the same situation in Rue Ste-Anne and L'Acrobate in Jacmel ,02-02-2010,m yo poko jwen anyen. Se menm bagay nan ri st-anne ak lakwobat nan Jacmel.,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, did not get anything as of yet it is the same situation in rue ste anne and acrobate in jacmel 
he said he is checking to sell the food ,02-02-2010,"B de marbois I mpas l, aurent 1. A levwa pwo gren, n diri kikote, m jwen san pou, m bay tyke mou, m kap seri mamg pwo van, n",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,he said he is checking to sell the food 
I need information on earthquake please. ,02-02-2010,mwen bezwen enfomasyon sou tranbleman de ta svp,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1, need information on earthquake please 
expert in accounting science I would like to find a little job please ,02-02-2010,falkilte nan syans kontab mwen ta renmen jwenn yon ti djob tampri e,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,expert in accounting science would like to find little job please 
"We need food, medication, milk, diapers. There are over 40 of us. We are in Thiotte, Dupuy #59. Things are really hard. ",02-02-2010,Nou bezwen mange medikaman let kouch nou pase 40 moun. Nou nan Tyot rte Dipy no 59 bagay yo difisil ampil,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,we need food medication milk diapers there are over of us we are in thiotte dupuy things are really hard 
the Geologist said that there will be no more aftershocks after February 21st. therefore schools can reopen. ,02-02-2010,Geologue yo di jiska 21 fevrier se kous l ap fini yo di pou lekol ouv.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the geologist said that there will be no more aftershocks after february st therefore schools can reopen 
I'm thankful for the international corps (CRS) for food it gave this morning in Delmas 62 even if this is rice to give us time for the rest of the stuff. We need a tent for the rain. ,02-02-2010,Map remsye ki entenasyonal la ( CRS ) pou manje li bay maten an nan delmas 62 menm si se diri yo bay nap tann rs bagay yo. nou bezwen tant pou lapli ya,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0, thankful for the international corps crs for food it gave this morning in delmas even if this is rice to give us time for the rest of the stuff we need tent for the rain 
We are at Parc Sainte Therese. There is a lot of unrest with the food distribution. ,02-02-2010,Pak sent terz petion-vil la gen anpil dezd nan zaf distribisyon ed yo nou bezwen prezans lapres pak la,direct,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we are at parc sainte therese there is lot of unrest with the food distribution 
"I would like to know whether students will be able to find jobs too, or is it only people who have a profession that will find work? ",02-02-2010,SalutMwen ta renmen konanen si elv lekol ap ka Jwenn Job tou osi byen se moun ki gen profesyon k'ap ka Jwenn Job. SVP,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, would like to know whether students will be able to find jobs too or is it only people who have profession that will find work 
"Where can I find this acces card for food, please? ",02-02-2010,Ki kote map jwenn kat la sil vous plait?,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,where can find this acces card for food please 
"Please let me know where I can find the Food Pass, because I haven't found anything at all yet. ",02-02-2010,"S v p. Mwen ta renmen ou dim ki ko te map jwenn kat la, pas ke mwen pako jwenn anyen nan ede yo.",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,please let me know where can find the food pass because haven found anything at all yet 
In Jacmel we never had anything from the PAM Food distribution ,02-02-2010,Nou poko janm patisipe nou menm nan Jacmel nan distribisyon mange PAM sa yo.,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,in jacmel we never had anything from the pam food distribution 
"im happy for the aid you give us, but you're doing nothing for us here in Delmas 9 ",02-02-2010,"Mwen kontan pou d Pam bay la, men nou menm b kote pa nou yo pa pote anyen pou nou nan Delmas 9 ALTAGRACIA",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,im happy for the aid you give us but you are doing nothing for us here in delmas 
La Franc-Maconnirie Anglaise. Address. Email. Telephone. Thank You. ,02-02-2010,LA FRANC- MAONNIRIE ANGLAISE. ADRESSE. EMAIL. TELEPHONE. MERCI.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,la franc maconnirie anglaise address email telephone thank you 
"I never found water of food, thank you ",02-02-2010,Mwen pa janm jwenn yon sache dlo ale vya pou manje mesi,direct,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, never found water of food thank you 
